asset,market_id,entry_time,exit_time,strike,spot,dte_days,direction,entry_pm_yes,exit_pm_yes,closest_strike_iv,atm_iv,skew_adjusted_iv,closest_strike_touch_prob,atm_touch_prob,skew_adjusted_touch_prob,closest_strike_edge,atm_edge,skew_adjusted_edge,pm_moved,pm_pnl_pct,closest_result,atm_result,skew_result
GOLD,2074201,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,5100.000000,4714.800000,19.25,above,0.060000,0.012500,0.238000,0.704264,0.687732,0.046221,0.567093,0.554165,-1.377890,50.709279,49.416539,down,-79.1667,1_closest,0_atm,0_skew
OIL,2074241,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,70.000000,98.912000,19.25,below,0.055000,0.017500,0.648000,0.704264,0.777043,0.000735,0.001814,0.004477,-5.426451,-5.318554,-5.052264,down,-68.1818,1_closest,1_atm,1_skew
OIL,2074234,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,140.000000,98.912000,19.25,above,0.050500,0.038500,0.648000,0.704264,0.631132,0.001392,0.003462,0.001012,-4.910788,-4.703764,-4.948829,down,-23.7624,1_closest,1_atm,1_skew
GOLD,2074208,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,4400.000000,4714.800000,19.25,below,0.200000,0.415000,0.238000,0.704264,0.718810,0.067758,0.472392,0.478494,-13.224246,27.239217,27.849397,up,107.5000,0_closest,1_atm,1_skew
OIL,2074233,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,150.000000,98.912000,19.25,above,0.030500,0.016500,0.648000,0.704264,0.616609,0.000117,0.000421,0.000049,-3.038278,-3.007911,-3.045059,down,-45.9016,1_closest,1_atm,1_skew
OIL,2074242,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,60.000000,98.912000,19.25,below,0.021500,0.009000,0.648000,0.704264,0.809493,0.000002,0.000010,0.000121,-2.149830,-2.148962,-2.137933,down,-58.1395,1_closest,1_atm,1_skew
GOLD,2074200,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,5200.000000,4714.800000,19.25,above,0.032000,0.009000,0.238000,0.704264,0.683645,0.012567,0.458008,0.440522,-1.943253,42.600837,40.852239,down,-71.8750,1_closest,0_atm,0_skew
GOLD,2074204,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,4800.000000,4714.800000,19.25,above,0.725000,0.105000,0.238000,0.704264,0.700494,0.671022,0.966310,0.965151,-5.397801,24.131038,24.015051,down,-85.5172,1_closest,0_atm,0_skew
GOLD,2074211,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,4100.000000,4714.800000,19.25,below,0.017000,0.075000,0.238000,0.704264,0.733676,0.000258,0.181526,0.196401,-1.674154,16.452568,17.940135,up,341.1765,0_closest,1_atm,1_skew
OIL,2128304,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,200.000000,98.912000,19.25,above,0.007500,0.003500,0.648000,0.704264,0.556050,0.000000,0.000000,0.000000,-0.750000,-0.750000,-0.750000,down,-53.3333,1_closest,1_atm,1_skew
OIL,2074243,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,50.000000,98.912000,19.25,below,0.007000,0.003500,0.648000,0.704264,0.847872,0.000000,0.000000,0.000001,-0.700000,-0.700000,-0.699927,down,-50.0000,1_closest,1_atm,1_skew
GOLD,2074198,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,5400.000000,4714.800000,19.25,above,0.018000,0.004000,0.238000,0.704264,0.675700,0.000516,0.283661,0.259773,-1.748389,26.566090,24.177342,down,-77.7778,1_closest,0_atm,0_skew
OIL,2074244,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,40.000000,98.912000,19.25,below,0.004000,0.002500,0.648000,0.704264,0.894845,0.000000,0.000000,0.000000,-0.400000,-0.400000,-0.400000,down,-37.5000,1_closest,1_atm,1_skew
GOLD,2074210,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,4200.000000,4714.800000,19.25,below,0.030500,0.094500,0.238000,0.704264,0.728603,0.002443,0.260435,0.273279,-2.805667,22.993516,24.277875,up,209.8361,0_closest,1_atm,1_skew
GOLD,2074199,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,5300.000000,4714.800000,19.25,above,0.034500,0.006500,0.238000,0.704264,0.679635,0.002802,0.363515,0.342234,-3.169779,32.901497,30.773355,down,-81.1594,1_closest,0_atm,0_skew
GOLD,2074209,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,4300.000000,4714.800000,19.25,below,0.055000,0.170000,0.238000,0.704264,0.723650,0.015459,0.357775,0.367488,-3.954143,30.277521,31.248781,up,209.0909,0_closest,1_atm,1_skew
OIL,2074246,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,20.000000,98.912000,19.25,below,0.001500,0.001500,0.648000,0.704264,1.040756,0.000000,0.000000,0.000000,-0.150000,-0.150000,-0.150000,down,0.0000,1_closest,1_atm,1_skew
OIL,2074245,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,30.000000,98.912000,19.25,below,0.001500,0.001500,0.648000,0.704264,0.955403,0.000000,0.000000,0.000000,-0.150000,-0.150000,-0.150000,down,0.0000,1_closest,1_atm,1_skew
BTC,2132769,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,120000.000000,80618.000000,19.25,above,0.002500,0.001500,1.018075,0.704264,0.620532,0.025046,0.000769,0.000120,2.254605,-0.173095,-0.238022,down,-40.0000,0_closest,1_atm,1_skew
BTC,2132771,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,110000.000000,80618.000000,19.25,above,0.005500,0.002500,0.797150,0.704264,0.638848,0.023135,0.009244,0.003831,1.763464,0.374369,-0.166913,down,-54.5455,0_closest,0_atm,1_skew
BTC,2132772,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,105000.000000,80618.000000,19.25,above,0.010500,0.003500,0.642975,0.704264,0.648641,0.015252,0.028082,0.016248,0.475236,1.758193,0.574759,down,-66.6667,0_closest,0_atm,0_skew
BTC,2132778,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,75000.000000,80618.000000,19.25,below,0.425000,0.675000,0.411725,0.704264,0.719470,0.251280,0.455681,0.462280,-17.372016,3.068103,3.727988,up,58.8235,0_closest,1_atm,1_skew
BTC,2132770,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,115000.000000,80618.000000,19.25,above,0.003500,0.001500,0.807350,0.704264,0.629491,0.009930,0.002775,0.000745,0.642958,-0.072463,-0.275548,down,-57.1429,0_closest,1_atm,1_skew
BTC,2132780,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,65000.000000,80618.000000,19.25,below,0.045000,0.051500,0.588400,0.704264,0.749593,0.018814,0.045798,0.058657,-2.618643,0.079767,1.365733,up,14.4444,0_closest,1_atm,1_skew
BTC,2132774,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,95000.000000,80618.000000,19.25,above,0.043500,0.008500,0.413975,0.704264,0.669709,0.017565,0.186499,0.161310,-2.593511,14.299883,11.780952,down,-80.4598,1_closest,0_atm,0_skew
BTC,2132773,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,100000.000000,80618.000000,19.25,above,0.026500,0.005500,0.488850,0.704264,0.658911,0.008423,0.076808,0.056579,-1.807723,5.030755,3.007884,down,-79.2453,1_closest,0_atm,0_skew
BTC,2132776,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,85000.000000,80618.000000,19.25,above,0.495000,0.085000,0.361925,0.704264,0.693122,0.399894,0.727502,0.720569,-9.510612,23.250223,22.556854,down,-82.8283,1_closest,0_atm,0_skew
BTC,2132781,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,60000.000000,80618.000000,19.25,below,0.025500,0.016500,0.693450,0.704264,0.766442,0.006225,0.006994,0.012500,-1.927450,-1.850624,-1.300022,down,-35.2941,1_closest,1_atm,1_skew
BTC,2132779,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,70000.000000,80618.000000,19.25,below,0.135000,0.165000,0.480250,0.704264,0.733993,0.058906,0.177256,0.192212,-7.609373,4.225635,5.721244,up,22.2222,0_closest,1_atm,1_skew
BTC,2132775,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,90000.000000,80618.000000,19.25,above,0.155000,0.023500,0.367300,0.704264,0.681090,0.074088,0.396302,0.376286,-8.091172,24.130211,22.128624,down,-84.8387,1_closest,0_atm,0_skew
BTC,2132783,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,50000.000000,80618.000000,19.25,below,0.007500,0.006000,0.944475,0.704264,0.804822,0.001532,0.000024,0.000212,-0.596813,-0.747573,-0.728775,down,-20.0000,1_closest,1_atm,1_skew
BTC,2132782,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,55000.000000,80618.000000,19.25,below,0.014500,0.009500,0.803625,0.704264,0.784759,0.002558,0.000621,0.002032,-1.194247,-1.387935,-1.246833,down,-34.4828,1_closest,1_atm,1_skew
BTC,2132786,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,35000.000000,80618.000000,19.25,below,0.002500,0.001500,1.083975,0.704264,0.879904,0.000003,0.000000,0.000000,-0.249749,-0.250000,-0.249999,down,-40.0000,1_closest,1_atm,1_skew
BTC,2132768,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,150000.000000,80618.000000,19.25,above,0.003500,0.002500,1.018075,0.704264,0.573559,0.000330,0.000000,0.000000,-0.316979,-0.349989,-0.350000,down,-28.5714,1_closest,1_atm,1_skew
BTC,2132787,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,30000.000000,80618.000000,19.25,below,0.001500,0.000500,1.083975,0.704264,0.912353,0.000000,0.000000,0.000000,-0.149997,-0.150000,-0.150000,down,-66.6667,1_closest,1_atm,1_skew
BTC,2132784,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,45000.000000,80618.000000,19.25,below,0.005500,0.003500,1.015225,0.704264,0.827001,0.000373,0.000000,0.000013,-0.512659,-0.549969,-0.548707,down,-36.3636,1_closest,1_atm,1_skew
BTC,2132785,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,40000.000000,80618.000000,19.25,below,0.002500,0.001500,1.083975,0.704264,0.851795,0.000071,0.000000,0.000000,-0.242921,-0.250000,-0.249958,down,-40.0000,1_closest,1_atm,1_skew
GOLD,1032289,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,5200.000000,4714.800000,48.81,above,0.225000,0.105000,0.238000,0.704264,0.683645,0.126004,0.722025,0.705945,-9.899625,49.702513,48.094471,down,-53.3333,1_closest,0_atm,0_skew
GOLD,2001237,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,5000.000000,4714.800000,48.81,above,0.445000,0.220000,0.238000,0.704264,0.691901,0.371982,0.888353,0.881279,-7.301785,44.335309,43.627905,down,-50.5618,1_closest,0_atm,0_skew
GOLD,1032259,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,4800.000000,4714.800000,48.81,above,0.305000,0.285000,0.238000,0.704264,0.700494,0.818510,0.990000,0.990000,51.351019,68.500000,68.500000,down,-6.5574,0_closest,0_atm,0_skew
GOLD,1032261,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,5600.000000,4714.800000,48.81,above,0.090000,0.075000,0.238000,0.704264,0.668045,0.006253,0.445649,0.410349,-8.374691,35.564878,32.034911,down,-16.6667,1_closest,0_atm,0_skew
GOLD,1032279,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,3800.000000,4714.800000,48.81,below,0.050000,0.051000,0.238000,0.704264,0.749671,0.000362,0.171759,0.191357,-4.963811,12.175859,14.135728,up,2.0000,0_closest,1_atm,1_skew
GOLD,1032257,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,4400.000000,4714.800000,48.81,above,0.256500,0.332500,0.238000,0.704264,0.718810,1.000000,1.000000,1.000000,74.350000,74.350000,74.350000,up,29.6296,1_closest,1_atm,1_skew
GOLD,1032285,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,6000.000000,4714.800000,48.81,above,0.051500,0.023000,0.238000,0.704264,0.653521,0.000116,0.253647,0.208597,-5.138435,20.214680,15.709702,down,-55.3398,1_closest,0_atm,0_skew
GOLD,2001248,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,5300.000000,4714.800000,48.81,above,0.150000,0.055000,0.238000,0.704264,0.679635,0.065833,0.645265,0.624134,-8.416744,49.526540,47.413371,down,-63.3333,1_closest,0_atm,0_skew
GOLD,2001179,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,4400.000000,4714.800000,48.81,below,0.355000,0.685000,0.238000,0.704264,0.718810,0.236270,0.574416,0.577089,-11.872974,21.941640,22.208893,up,92.9577,0_closest,1_atm,1_skew
GOLD,1032284,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,6200.000000,4714.800000,48.81,above,0.038500,0.012500,0.238000,0.704264,0.646619,0.000011,0.186305,0.141413,-3.848855,14.780511,10.291334,down,-67.5325,1_closest,0_atm,0_skew
GOLD,2001245,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,5100.000000,4714.800000,48.81,above,0.335000,0.105000,0.238000,0.704264,0.687732,0.224544,0.803263,0.791959,-11.045588,46.826278,45.695889,down,-68.6567,1_closest,0_atm,0_skew
GOLD,2001247,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,5200.000000,4714.800000,48.81,above,0.235000,0.090000,0.238000,0.704264,0.683645,0.126004,0.722025,0.705945,-10.899625,48.702513,47.094471,down,-61.7021,1_closest,0_atm,0_skew
GOLD,1272712,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,5700.000000,4714.800000,48.81,above,0.066500,0.018500,0.238000,0.704264,0.664319,0.002513,0.389855,0.350891,-6.398715,32.335547,28.439050,down,-72.1805,1_closest,0_atm,0_skew
GOLD,1032263,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,6200.000000,4714.800000,48.81,above,0.023500,0.020000,0.238000,0.704264,0.646619,0.000011,0.186305,0.141413,-2.348855,16.280511,11.791334,down,-14.8936,1_closest,0_atm,0_skew
GOLD,1032271,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,6000.000000,4714.800000,48.81,above,0.030000,0.016000,0.238000,0.704264,0.653521,0.000116,0.253647,0.208597,-2.988435,22.364680,17.859702,down,-46.6667,1_closest,0_atm,0_skew
GOLD,1032269,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,6500.000000,4714.800000,48.81,above,0.019000,0.013500,0.238000,0.704264,0.636672,0.000000,0.113864,0.074144,-1.899975,9.486430,5.514362,down,-28.9474,1_closest,0_atm,0_skew
GOLD,1032283,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,6500.000000,4714.800000,48.81,above,0.024500,0.024500,0.238000,0.704264,0.636672,0.000000,0.113864,0.074144,-2.449975,8.936430,4.964362,down,0.0000,1_closest,0_atm,0_skew
GOLD,1032280,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,3400.000000,4714.800000,48.81,below,0.019500,0.017500,0.238000,0.704264,0.773085,0.000000,0.053361,0.075573,-1.949992,3.386107,5.607302,down,-10.2564,1_closest,0_atm,0_skew
GOLD,1032270,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,6200.000000,4714.800000,48.81,above,0.023500,0.011000,0.238000,0.704264,0.646619,0.000011,0.186305,0.141413,-2.348855,16.280511,11.791334,down,-53.1915,1_closest,0_atm,0_skew
GOLD,1032282,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,7000.000000,4714.800000,48.81,above,0.016000,0.025500,0.238000,0.704264,0.621072,0.000000,0.046812,0.021437,-1.600000,3.081206,0.543725,up,59.3750,0_closest,1_atm,1_skew
GOLD,1032268,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,7000.000000,4714.800000,48.81,above,0.014500,0.013500,0.238000,0.704264,0.621072,0.000000,0.046812,0.021437,-1.450000,3.231206,0.693725,down,-6.8966,1_closest,0_atm,0_skew
GOLD,1032262,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,6000.000000,4714.800000,48.81,above,0.020500,0.018500,0.238000,0.704264,0.653521,0.000116,0.253647,0.208597,-2.038435,23.314680,18.809702,down,-9.7561,1_closest,0_atm,0_skew
GOLD,1032281,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,8000.000000,4714.800000,48.81,above,0.029500,0.016000,0.238000,0.704264,0.592963,0.000000,0.006504,0.000984,-2.950000,-2.299597,-2.851560,down,-45.7627,1_closest,1_atm,1_skew
GOLD,1032267,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,8000.000000,4714.800000,48.81,above,0.010500,0.011000,0.238000,0.704264,0.592963,0.000000,0.006504,0.000984,-1.050000,-0.399597,-0.951560,up,4.7619,0_closest,0_atm,0_skew
GOLD,1032272,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,5500.000000,4714.800000,48.81,above,0.083000,0.030500,0.238000,0.704264,0.671838,0.014629,0.506852,0.475872,-6.837094,42.385192,39.287156,down,-63.2530,1_closest,0_atm,0_skew
GOLD,1032255,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,3800.000000,4714.800000,48.81,below,0.015000,0.020000,0.238000,0.704264,0.749671,0.000362,0.171759,0.191357,-1.463811,15.675859,17.635728,up,33.3333,0_closest,1_atm,1_skew
GOLD,2001254,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,5400.000000,4714.800000,48.81,above,0.110000,0.037500,0.238000,0.704264,0.675700,0.032090,0.573442,0.547258,-7.790984,46.344154,43.725784,down,-65.9091,1_closest,0_atm,0_skew
GOLD,1295945,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,10000.000000,4714.800000,48.81,above,0.007000,0.004500,0.238000,0.704264,0.545990,0.000000,0.000079,0.000000,-0.700000,-0.692068,-0.699978,down,-35.7143,1_closest,1_atm,1_skew
GOLD,1295944,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,9000.000000,4714.800000,48.81,above,0.007000,0.006000,0.238000,0.704264,0.568169,0.000000,0.000757,0.000021,-0.700000,-0.624271,-0.697895,down,-14.2857,1_closest,1_atm,1_skew
GOLD,1272717,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,8500.000000,4714.800000,48.81,above,0.007500,0.008500,0.238000,0.704264,0.580201,0.000000,0.002257,0.000158,-0.750000,-0.524270,-0.734199,up,13.3333,0_closest,0_atm,0_skew
GOLD,1032278,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,4200.000000,4714.800000,48.81,below,0.165000,0.290000,0.238000,0.704264,0.728603,0.052349,0.413925,0.422500,-11.265100,24.892504,25.750030,up,75.7576,0_closest,1_atm,1_skew
GOLD,1032260,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,5200.000000,4714.800000,48.81,above,0.181000,0.116000,0.238000,0.704264,0.683645,0.126004,0.722025,0.705945,-5.499625,54.102513,52.494471,down,-35.9116,1_closest,0_atm,0_skew
GOLD,1032256,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,4000.000000,4714.800000,48.81,above,0.090500,0.176000,0.238000,0.704264,0.738874,1.000000,1.000000,1.000000,90.950000,90.950000,90.950000,up,94.4751,1_closest,1_atm,1_skew
OIL,2213806,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,110.000000,98.912000,48.85,above,0.560000,0.705000,0.648000,0.704264,0.681898,0.641085,0.688427,0.670177,8.108533,12.842713,11.017727,up,25.8929,1_closest,1_atm,1_skew
OIL,1652706,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,80.000000,98.912000,48.85,below,0.475000,0.335000,0.648000,0.704264,0.748934,0.151714,0.178003,0.197393,-32.328625,-29.699673,-27.760675,down,-29.4737,1_closest,1_atm,1_skew
OIL,1652697,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,70.000000,98.912000,48.85,below,0.185000,0.115000,0.648000,0.704264,0.777043,0.029060,0.043129,0.064393,-15.594034,-14.187065,-12.060695,down,-37.8378,1_closest,1_atm,1_skew
OIL,1032400,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,84.000000,98.912000,48.85,above,0.655000,0.735000,0.648000,0.704264,0.738663,1.000000,1.000000,1.000000,34.500000,34.500000,34.500000,up,12.2137,1_closest,1_atm,1_skew
OIL,1652691,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,175.000000,98.912000,48.85,above,0.075000,0.055000,0.648000,0.704264,0.584159,0.001213,0.003183,0.000290,-7.378738,-7.181654,-7.471030,down,-26.6667,1_closest,1_atm,1_skew
OIL,1652672,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,115.000000,98.912000,48.85,above,0.549000,0.648500,0.648000,0.704264,0.672541,0.464564,0.518943,0.488812,-8.443599,-3.005748,-6.018832,up,18.1239,0_closest,0_atm,0_skew
OIL,1652695,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,60.000000,98.912000,48.85,below,0.065000,0.055000,0.648000,0.704264,0.809493,0.002444,0.005210,0.014715,-6.255620,-5.978995,-5.028503,down,-15.3846,1_closest,1_atm,1_skew
OIL,1494703,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,200.000000,98.912000,48.85,above,0.037000,0.025500,0.648000,0.704264,0.556050,0.000055,0.000231,0.000002,-3.694478,-3.676887,-3.699797,down,-31.0811,1_closest,1_atm,1_skew
OIL,1032408,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,55.000000,98.912000,48.85,below,0.037500,0.026500,0.648000,0.704264,0.827809,0.000429,0.001186,0.005761,-3.707100,-3.631372,-3.173858,down,-29.3333,1_closest,1_atm,1_skew
OIL,1494702,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,150.000000,98.912000,48.85,above,0.125000,0.130000,0.648000,0.704264,0.616609,0.020538,0.035434,0.014248,-10.446161,-8.956580,-11.075172,up,4.0000,0_closest,0_atm,0_skew
OIL,1032423,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,56.000000,98.912000,48.85,above,0.943500,0.967500,0.648000,0.704264,0.824016,1.000000,1.000000,1.000000,5.650000,5.650000,5.650000,up,2.5437,1_closest,1_atm,1_skew
OIL,1032409,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,52.000000,98.912000,48.85,below,0.022500,0.015500,0.648000,0.704264,0.839616,0.000122,0.000408,0.003043,-2.237774,-2.209151,-1.945656,down,-31.1111,1_closest,1_atm,1_skew
OIL,1032410,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,50.000000,98.912000,48.85,below,0.022000,0.016000,0.648000,0.704264,0.847872,0.000048,0.000184,0.001921,-2.195227,-2.181614,-2.007935,down,-27.2727,1_closest,1_atm,1_skew
OIL,1032412,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,45.000000,98.912000,48.85,below,0.017500,0.006500,0.648000,0.704264,0.870051,0.000003,0.000017,0.000530,-1.749705,-1.748267,-1.696976,down,-62.8571,1_closest,1_atm,1_skew
OIL,1652690,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,140.000000,98.912000,48.85,above,0.195000,0.185000,0.648000,0.704264,0.631132,0.056806,0.084586,0.049466,-13.819366,-11.041380,-14.553366,down,-5.1282,1_closest,1_atm,1_skew
OIL,1032413,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,40.000000,98.912000,48.85,below,0.017000,0.008000,0.648000,0.704264,0.894845,0.000000,0.000001,0.000117,-1.699992,-1.699915,-1.688309,down,-52.9412,1_closest,1_atm,1_skew
OIL,1652685,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,130.000000,98.912000,48.85,above,0.315000,0.325000,0.648000,0.704264,0.646732,0.143545,0.187533,0.142583,-17.145517,-12.746682,-17.241728,up,3.1746,0_closest,0_atm,0_skew
OIL,1032397,2026-05-12 22:00:00+00:00,2026-05-19 22:00:00+00:00,66.500000,98.912000,48.85,above,0.036500,0.010500,0.648000,0.704264,0.787841,1.000000,1.000000,1.000000,96.350000,96.350000,96.350000,down,-71.2329,0_closest,0_atm,0_skew
