thr,s_ema,s_in,s_out,l_ema,l_in,l_out,avg_ret,avg_trades,neg_coins,total_coins,total_liqs,avg_sharpe,avg_mdd
8,4,0.3,1.0,8,1.0,1.0,148.3848,207.6154,1,13,0,1.3206,44.3549
12,8,1.0,1.0,8,1.0,1.0,147.793,176.5385,0,13,0,1.5823,31.4023
10,4,0.3,1.0,3,0.5,1.0,147.6583,201.3077,4,13,0,1.0805,44.7758
10,6,0.5,0.75,8,1.0,0.5,147.6079,284.9231,2,13,0,1.2927,36.4918
12,6,1.0,1.5,5,1.0,0.5,147.5236,119.3077,1,13,0,1.3215,35.0681
12,8,1.0,1.0,3,1.0,1.0,147.3468,172.5385,0,13,0,1.5718,30.5362
8,8,0.3,1.0,8,1.0,1.0,147.2781,245.8462,0,13,0,1.3652,38.4597
12,4,1.0,0.75,3,1.0,1.0,147.258,160.0,1,13,0,1.4871,29.4798
8,8,0.3,1.0,8,0.5,1.0,147.2267,251.5385,2,13,0,1.339,39.1493
8,8,0.5,1.5,3,1.0,1.0,147.0604,149.0,1,13,0,1.3309,37.2028
10,4,1.0,0.75,8,1.0,1.0,146.9307,169.2308,1,13,0,1.395,31.4331
8,6,0.5,1.5,8,0.5,1.0,146.885,151.2308,2,13,0,1.2403,39.9573
10,4,1.0,0.75,3,0.5,0.5,146.8816,177.1538,1,13,0,1.4356,30.7497
10,6,1.0,1.5,3,1.0,0.5,146.8303,119.7692,2,13,0,1.2967,34.8211
10,8,0.3,0.75,5,0.5,0.5,146.3447,318.9231,2,13,0,1.244,37.4031
10,8,0.3,0.75,5,0.5,1.0,146.2812,305.9231,3,13,0,1.0923,38.8889
8,4,0.5,1.0,8,0.5,0.5,145.9482,206.0,1,13,0,1.2393,42.192
8,8,0.5,1.5,5,0.5,0.5,145.5319,176.7692,1,13,0,1.3384,37.3128
8,6,0.5,1.0,5,1.0,1.0,145.518,224.0,3,13,0,1.2941,38.4134
8,6,0.3,0.75,3,0.5,0.5,145.475,322.1538,3,13,0,1.1767,42.467
10,4,1.0,0.75,5,1.0,1.0,145.2966,165.8462,1,13,0,1.38,31.5892
10,8,0.3,0.75,8,0.5,1.0,145.1435,309.1538,2,13,0,1.1551,37.6025
12,4,1.0,0.75,3,0.5,0.5,145.0905,166.7692,1,13,0,1.4617,31.848
12,6,0.5,0.75,5,1.0,1.0,145.0655,278.6154,2,13,0,1.2995,35.0899
8,4,0.3,1.0,5,0.5,1.0,144.9563,208.4615,1,13,0,1.2749,44.6516
8,6,0.3,0.75,3,1.0,0.5,144.8171,304.0769,1,13,0,1.2678,40.7583
10,8,1.0,1.5,8,1.0,0.5,144.5774,142.6154,1,13,0,1.3438,35.9185
12,6,1.0,1.0,8,1.0,1.0,144.5639,170.6154,1,13,0,1.4465,34.1339
8,6,0.3,1.5,5,0.5,1.0,144.4797,153.0,1,13,0,1.2599,42.2297
12,8,1.0,1.5,8,1.0,1.0,144.4458,132.3846,1,13,0,1.3703,35.2336
10,4,1.0,0.75,8,0.5,1.0,144.3232,174.9231,1,13,0,1.3178,32.5742
12,4,1.0,0.75,5,1.0,1.0,144.1541,162.7692,1,13,0,1.4379,31.6068
10,6,0.5,0.75,5,1.0,0.5,144.1471,282.2308,3,13,0,1.3158,35.8207
12,8,1.0,1.0,3,0.5,0.5,144.1085,179.0769,0,13,0,1.5586,31.2612
8,8,0.5,1.0,5,1.0,1.0,144.1024,224.6154,1,13,0,1.3868,35.226
10,6,0.5,0.75,3,0.5,0.5,143.9764,288.4615,3,13,0,1.2446,36.9527
10,6,1.0,1.0,8,1.0,0.5,143.8668,179.9231,1,13,0,1.4182,33.7294
10,8,0.5,0.75,5,1.0,0.5,143.7392,278.8462,2,13,0,1.3593,33.8825
8,4,1.0,1.0,8,1.0,0.5,143.6881,149.3077,2,13,0,1.1564,34.9455
8,4,1.0,1.5,8,1.0,1.0,143.4698,94.5385,3,13,0,1.1329,39.2647
8,8,0.3,1.0,3,1.0,1.0,143.4046,229.6154,0,13,0,1.3733,38.1055
12,6,0.5,1.0,3,0.5,1.0,143.2523,223.3077,3,13,0,1.1463,41.4779
8,6,0.3,1.0,3,1.0,1.0,143.1345,229.4615,1,13,0,1.2952,42.2297
12,8,1.0,1.0,8,0.5,1.0,143.1265,178.4615,0,13,0,1.5389,31.2126
10,8,0.3,0.75,3,1.0,1.0,143.116,293.6154,3,13,0,1.211,38.4818
12,8,1.0,1.5,8,0.5,1.0,143.1043,134.1538,1,13,0,1.3385,35.1491
12,6,1.0,1.0,3,1.0,1.0,143.0856,166.6923,1,13,0,1.449,33.0834
12,8,1.0,1.5,3,0.5,0.5,143.026,134.6154,1,13,0,1.3615,35.0815
8,6,0.3,0.75,8,0.5,0.5,143.0153,329.2308,3,13,0,1.1895,43.6031
10,8,1.0,1.0,8,1.0,0.5,143.0081,186.1538,0,13,0,1.544,31.6479
12,8,1.0,0.75,8,1.0,0.5,142.8799,204.0,0,13,0,1.523,30.4107
10,6,0.5,0.75,8,1.0,1.0,142.8231,280.0,3,13,0,1.2131,37.0405
10,8,1.0,1.5,8,0.5,0.5,142.8158,150.7692,1,13,0,1.3068,36.5706
8,8,0.3,1.5,5,0.5,0.5,142.4888,183.5385,1,13,0,1.3111,40.4629
12,8,1.0,1.5,3,1.0,1.0,142.2671,128.6154,1,13,0,1.371,34.7065
8,8,0.5,1.0,8,0.5,1.0,142.0934,235.9231,2,13,0,1.3147,36.9615
10,8,1.0,1.5,3,0.5,0.5,141.9845,145.7692,1,13,0,1.3246,35.1053
12,6,1.0,1.0,3,0.5,0.5,141.7852,173.0769,1,13,0,1.4292,34.1188
10,4,0.3,0.75,3,0.5,1.0,141.6576,279.9231,4,13,0,1.0158,43.8397
12,6,1.0,1.5,3,0.5,0.5,141.6292,121.6154,2,13,0,1.2802,35.7676
10,8,0.5,0.75,3,0.5,0.5,141.4991,285.0,2,13,0,1.2858,34.3244
10,6,0.5,0.75,5,1.0,1.0,141.4115,277.0,3,13,0,1.1725,37.953
8,6,0.5,1.0,8,0.5,1.0,141.1816,235.0769,3,13,0,1.2006,41.6911
10,6,1.0,1.5,8,1.0,0.5,141.1753,129.7692,2,13,0,1.2445,36.7051
8,4,0.5,1.5,3,0.5,1.0,141.0034,104.0,3,13,0,1.118,44.4498
8,4,1.0,1.0,5,1.0,0.5,141.0018,145.3846,2,13,0,1.1792,33.757
10,8,0.5,0.75,8,1.0,1.0,140.8343,276.2308,2,13,0,1.2604,34.5847
8,4,0.5,0.75,3,1.0,0.5,140.8175,249.8462,2,13,0,1.3243,39.0992
10,8,1.0,1.5,5,1.0,0.5,140.7601,140.1538,1,13,0,1.3556,34.9101
10,6,0.5,0.75,8,0.5,0.5,140.5951,294.4615,2,13,0,1.2116,37.4276
12,6,1.0,1.0,8,0.5,1.0,140.344,172.4615,1,13,0,1.3979,34.159
8,4,1.0,1.0,3,0.5,0.5,140.3217,154.1538,2,13,0,1.1142,34.6005
8,6,0.3,1.0,8,1.0,1.0,140.1838,245.2308,1,13,0,1.2662,44.1434
8,6,0.3,1.0,8,0.5,1.0,140.1261,250.3077,1,13,0,1.2481,44.4173
10,6,1.0,1.0,8,0.5,0.5,139.6374,188.7692,1,13,0,1.3575,34.0645
10,8,0.5,0.75,8,0.5,0.5,139.5504,290.9231,2,13,0,1.2502,34.8087
12,8,1.0,0.75,3,1.0,0.5,139.5468,200.1538,0,13,0,1.5043,29.9121
10,6,1.0,1.0,5,1.0,0.5,139.411,177.3077,1,13,0,1.4339,33.0594
12,6,1.0,1.5,8,1.0,1.0,139.2013,119.4615,2,13,0,1.2785,35.7278
12,8,1.0,1.0,5,0.5,1.0,139.1672,177.8462,0,13,0,1.4654,32.7753
12,8,1.0,0.75,8,0.5,0.5,139.1183,207.0,0,13,0,1.4943,30.4024
12,6,1.0,1.5,3,1.0,1.0,138.8646,115.9231,2,13,0,1.2775,35.8199
10,6,0.3,1.5,3,0.5,1.0,138.8111,145.4615,2,13,0,1.1264,42.7308
8,6,0.3,0.75,8,1.0,0.5,138.635,318.0,2,13,0,1.2224,42.5523
8,8,0.5,1.0,8,1.0,1.0,138.3619,229.5385,0,13,0,1.353,36.0798
12,6,1.0,1.0,5,0.5,1.0,138.2515,171.8462,1,13,0,1.3432,35.3672
12,8,1.0,1.5,5,0.5,1.0,138.1688,133.6923,1,13,0,1.2628,36.3131
8,4,0.5,1.0,3,1.0,1.0,138.1105,179.7692,2,13,0,1.1885,41.7747
8,6,0.5,1.0,3,1.0,1.0,137.6161,213.3077,2,13,0,1.2741,38.8111
10,8,1.0,1.0,8,0.5,0.5,137.5688,195.2308,0,13,0,1.4831,32.1291
10,8,1.0,1.0,5,1.0,0.5,137.5443,183.5385,0,13,0,1.5531,30.7983
12,8,1.0,1.0,5,1.0,1.0,137.5002,175.4615,0,13,0,1.5021,32.0697
10,8,0.5,0.75,5,1.0,1.0,137.239,273.3077,3,13,0,1.2164,35.7078
10,4,1.0,0.75,3,1.0,1.0,137.1774,159.3846,1,13,0,1.3777,30.8939
10,6,1.0,1.0,3,0.5,0.5,137.0343,183.5385,1,13,0,1.3694,33.5601
8,6,0.5,1.5,5,0.5,1.0,136.8776,149.0,1,13,0,1.1936,40.7148
12,8,0.3,0.75,3,0.5,1.0,136.8106,302.5385,2,13,0,1.07,40.3037
10,6,0.5,0.75,8,0.5,1.0,136.7559,285.4615,3,13,0,1.1069,38.2118
10,4,1.0,0.75,5,0.5,0.5,136.7523,183.0769,1,13,0,1.3877,31.4148
8,6,0.3,1.0,5,0.5,1.0,136.6995,246.8462,1,13,0,1.211,44.0978
12,8,1.0,0.75,5,0.5,0.5,136.6372,207.3846,0,13,0,1.4657,31.0653
12,6,1.0,1.5,8,0.5,1.0,136.6235,121.3077,2,13,0,1.238,36.0218
8,4,1.0,1.5,5,0.5,0.5,136.6101,107.6154,3,13,0,1.1687,38.8371
8,6,0.5,1.0,8,1.0,1.0,136.5824,229.3077,2,13,0,1.2369,40.61
10,8,1.0,1.0,3,0.5,0.5,136.4095,189.8462,0,13,0,1.4966,31.4479
10,6,1.0,1.5,3,0.5,0.5,136.3608,132.9231,2,13,0,1.2194,36.1057
8,4,1.0,1.0,8,0.5,0.5,136.0171,160.4615,2,13,0,1.1133,35.2204
12,8,1.0,0.75,5,1.0,0.5,135.9713,203.3846,0,13,0,1.4891,30.6471
8,4,0.5,0.75,3,0.5,0.5,135.8503,267.7692,2,13,0,1.2287,40.2994
8,4,1.0,1.5,8,0.5,1.0,135.6382,99.4615,3,13,0,1.0871,40.3503
8,4,1.0,0.75,3,1.0,0.5,135.4513,163.1538,2,13,0,1.3972,29.2376
8,6,0.3,0.75,5,0.5,0.5,135.4143,329.0769,3,13,0,1.1679,43.0339
10,8,1.0,1.5,5,1.0,1.0,135.2573,135.9231,1,13,0,1.2477,36.0784
10,6,1.0,1.5,8,0.5,0.5,135.2365,137.4615,2,13,0,1.1952,37.0306
8,4,0.5,1.0,5,0.5,0.5,134.8105,207.3077,1,13,0,1.2015,41.8901
12,6,1.0,1.0,5,1.0,1.0,134.8049,169.5385,1,13,0,1.3772,34.9118
8,6,0.3,0.75,5,1.0,0.5,134.7626,313.6154,1,13,0,1.2429,40.8832
10,4,1.0,0.75,5,0.5,1.0,134.5065,172.6923,2,13,0,1.2488,33.0094
8,8,0.5,1.5,8,0.5,1.0,134.4779,167.4615,1,13,0,1.2795,39.0305
8,8,0.3,1.5,8,0.5,1.0,134.3739,173.8462,1,13,0,1.2756,41.5326
8,4,1.0,0.75,8,1.0,0.5,134.3565,177.4615,2,13,0,1.3484,32.6404
12,6,0.3,0.75,3,0.5,1.0,134.334,310.0769,3,13,0,1.0438,43.5516
10,6,0.5,1.5,3,0.5,1.0,134.2604,140.6923,3,13,0,1.078,40.8782
8,4,0.5,0.75,8,0.5,0.5,134.1917,274.0769,2,13,0,1.2127,41.3952
12,8,1.0,1.5,5,1.0,1.0,134.1869,131.4615,1,13,0,1.294,35.7612
8,4,1.0,0.75,5,1.0,0.5,134.1841,172.8462,2,13,0,1.3897,30.622
8,8,0.3,0.75,8,0.5,0.5,134.1571,322.6154,2,13,0,1.2067,39.5005
8,4,1.0,1.0,5,1.0,1.0,134.141,140.1538,2,13,0,1.0632,35.9779
8,6,0.5,1.0,5,0.5,1.0,133.9482,231.3077,3,13,0,1.1712,41.6994
12,6,1.0,0.75,8,1.0,0.5,133.8889,198.1538,1,13,0,1.5149,30.4501
8,8,0.3,0.75,8,1.0,0.5,133.8682,310.9231,2,13,0,1.2549,38.3986
10,6,1.0,1.5,5,1.0,0.5,133.8155,127.6154,2,13,0,1.2372,36.0028
8,8,0.3,0.75,3,1.0,0.5,133.7325,297.0,0,13,0,1.3004,35.7848
10,6,1.0,1.0,8,1.0,1.0,133.3932,176.1538,1,13,0,1.3178,35.1546
10,6,0.5,0.75,3,1.0,1.0,133.2605,269.5385,3,13,0,1.1652,38.8158
12,6,1.0,1.5,5,0.5,1.0,133.1759,120.7692,3,13,0,1.1857,37.1356
10,6,1.0,1.0,5,1.0,1.0,133.0938,172.9231,1,13,0,1.2989,35.7741
8,8,0.3,0.75,3,0.5,0.5,133.0831,315.3077,2,13,0,1.2036,37.6983
10,8,1.0,1.0,8,1.0,1.0,132.7993,182.4615,0,13,0,1.4442,32.3248
10,4,1.0,1.5,3,0.5,1.0,132.6916,89.3077,4,13,0,0.9722,39.347
8,8,0.5,1.5,5,0.5,1.0,132.3975,164.3077,1,13,0,1.256,39.0097
8,8,1.0,1.5,3,1.0,0.5,132.255,134.6154,1,13,0,1.3268,34.4072
10,8,1.0,1.5,8,1.0,1.0,132.1053,139.3077,1,13,0,1.2511,37.0094
8,6,0.5,0.75,3,1.0,0.5,132.024,273.3846,2,13,0,1.2565,36.1144
8,4,0.5,0.75,8,1.0,0.5,131.9981,263.3846,2,13,0,1.2642,40.7552
8,4,1.0,1.5,5,0.5,1.0,131.7988,97.7692,4,13,0,1.0462,40.308
12,8,1.0,0.75,3,1.0,1.0,131.5659,199.5385,1,13,0,1.4209,31.1081
8,4,1.0,0.75,8,0.5,0.5,131.5122,190.0769,2,13,0,1.292,33.0534
8,6,0.5,0.75,3,0.5,0.5,131.2684,291.9231,3,13,0,1.1827,37.3348
8,8,0.5,1.5,8,1.0,1.0,131.1919,162.8462,1,13,0,1.2763,38.6832
12,6,1.0,1.5,5,1.0,1.0,130.9267,118.6154,2,13,0,1.2098,37.0347
8,8,1.0,1.5,8,0.5,0.5,130.9122,157.6923,1,13,0,1.2767,37.8589
10,8,1.0,1.0,5,1.0,1.0,130.7171,179.1538,0,13,0,1.4151,33.3771
12,6,1.0,0.75,8,0.5,0.5,130.5921,201.1538,1,13,0,1.4874,30.1936
10,8,1.0,1.5,8,0.5,1.0,130.4873,144.2308,1,13,0,1.2091,37.2607
12,8,0.5,0.75,3,0.5,1.0,130.478,272.3077,2,13,0,1.1121,36.5501
12,6,1.0,0.75,3,1.0,0.5,130.3299,194.3077,0,13,0,1.4945,30.3617
8,4,0.5,0.75,5,1.0,0.5,130.2253,259.2308,2,13,0,1.2928,39.3602
10,8,0.5,0.75,5,0.5,0.5,130.207,291.2308,2,13,0,1.2257,35.5286
10,8,1.0,1.5,5,0.5,0.5,130.0885,151.4615,1,13,0,1.2555,36.4416
12,8,1.0,0.75,8,1.0,1.0,130.0842,203.4615,0,13,0,1.4339,31.1809
10,8,0.5,0.75,5,0.5,1.0,130.0041,278.5385,3,13,0,1.0773,36.9727
8,8,0.5,1.0,3,1.0,1.0,129.8571,213.6154,0,13,0,1.35,35.9641
10,8,0.5,0.75,8,0.5,1.0,129.8527,281.6923,2,13,0,1.1399,35.4544
10,6,1.0,1.0,5,0.5,0.5,129.4782,189.3077,1,13,0,1.3225,33.9522
8,4,0.5,1.0,8,1.0,1.0,129.332,193.4615,1,13,0,1.166,42.3857
8,8,0.3,1.5,8,1.0,1.0,129.0319,170.0,1,13,0,1.2585,41.3965
8,8,1.0,1.5,8,1.0,0.5,128.6946,147.7692,1,13,0,1.2849,37.158
8,8,1.0,1.5,5,1.0,0.5,128.5856,143.7692,1,13,0,1.3163,34.8445
8,8,0.3,0.75,5,0.5,0.5,128.5711,322.5385,2,13,0,1.185,39.1687
10,6,0.5,0.75,5,0.5,1.0,128.4434,282.7692,3,13,0,1.0236,39.4299
10,6,0.5,0.75,5,0.5,0.5,128.33,294.9231,3,13,0,1.1752,37.7042
10,8,0.5,0.75,3,1.0,1.0,128.3053,265.5385,3,13,0,1.209,35.9013
12,8,1.0,0.75,3,0.5,0.5,128.2381,206.1538,0,13,0,1.4092,31.0536
8,4,1.0,1.0,3,1.0,1.0,128.2375,131.2308,2,13,0,1.037,35.6958
8,6,0.5,0.75,8,1.0,0.5,128.0316,287.4615,3,13,0,1.2245,38.2513
12,6,1.0,0.75,5,0.5,0.5,128.0167,201.5385,1,13,0,1.4595,31.4683
8,4,1.0,0.75,3,0.5,0.5,127.9714,182.9231,2,13,0,1.3002,32.0653
8,6,0.5,0.75,8,0.5,0.5,127.9531,299.0769,2,13,0,1.1902,38.5825
10,6,1.0,1.0,8,0.5,1.0,127.8431,181.8462,2,13,0,1.219,35.9114
8,8,1.0,1.0,8,0.5,0.5,127.8393,202.3846,0,13,0,1.4509,33.451
8,8,0.3,0.75,5,1.0,0.5,127.8331,306.7692,1,13,0,1.2712,36.873
10,8,1.0,1.5,3,1.0,1.0,127.792,129.7692,1,13,0,1.2453,35.1001
12,6,1.0,0.75,5,1.0,0.5,127.6291,197.4615,0,13,0,1.4808,31.2158
8,8,1.0,1.0,8,1.0,0.5,127.3405,190.7692,0,13,0,1.4808,32.7267
8,4,0.5,1.0,5,0.5,1.0,127.2821,194.7692,3,13,0,1.1202,42.0049
8,4,1.0,1.0,8,0.5,1.0,127.2132,151.3077,2,13,0,1.0144,36.7651
10,6,1.0,1.5,8,1.0,1.0,127.1773,126.5385,2,13,0,1.1487,37.4234
8,8,1.0,1.5,3,0.5,0.5,127.085,151.8462,1,13,0,1.2688,36.3595
8,8,0.3,1.5,5,0.5,1.0,126.9892,171.3077,1,13,0,1.224,41.7756
8,8,1.0,1.0,3,1.0,0.5,126.8575,176.6154,0,13,0,1.5159,29.6636
10,8,1.0,1.0,8,0.5,1.0,126.8086,188.1538,1,13,0,1.3601,33.2792
10,8,1.0,1.0,5,0.5,0.5,126.7511,195.6923,0,13,0,1.4418,31.8966
12,4,0.5,0.75,3,0.5,1.0,126.4555,254.0769,3,13,0,1.1367,41.7469
8,8,1.0,1.0,3,0.5,0.5,126.1533,195.3846,0,13,0,1.4454,31.6746
8,4,1.0,1.0,8,1.0,1.0,126.0519,144.4615,3,13,0,1.0362,36.2773
8,8,0.5,0.75,8,1.0,0.5,126.0415,284.0,2,13,0,1.254,36.0897
10,8,1.0,0.75,3,1.0,0.5,125.9847,201.6923,0,13,0,1.4554,28.7858
8,4,0.5,1.0,8,0.5,1.0,125.7862,198.0,2,13,0,1.1096,43.8078
12,8,1.0,0.75,8,0.5,1.0,125.6155,205.5385,0,13,0,1.3826,31.4207
8,8,0.5,0.75,3,0.5,0.5,125.5308,288.6154,3,13,0,1.2091,35.7769
8,6,0.3,0.75,5,0.5,1.0,125.1579,313.1538,3,13,0,1.0588,43.8159
8,4,0.5,0.75,5,0.5,0.5,125.1217,274.4615,2,13,0,1.1741,41.6815
10,6,1.0,1.0,3,1.0,1.0,125.1028,166.3077,2,13,0,1.2889,33.9433
8,8,0.5,0.75,8,0.5,0.5,124.9047,296.0,2,13,0,1.209,36.6364
10,6,1.0,1.5,5,1.0,1.0,124.8132,123.7692,3,13,0,1.1171,37.6022
10,6,1.0,0.75,3,1.0,0.5,124.7098,195.4615,0,13,0,1.4704,29.5902
10,4,0.5,1.0,3,0.5,1.0,124.6077,186.6154,5,13,0,0.9728,42.2121
12,8,1.0,0.75,5,0.5,1.0,124.3137,204.7692,1,13,0,1.3067,32.8107
10,6,1.0,1.5,5,0.5,0.5,124.2698,138.2308,2,13,0,1.1504,37.3219
8,8,1.0,1.0,5,1.0,0.5,124.1795,186.3077,0,13,0,1.5064,30.8684
8,6,0.5,0.75,5,1.0,0.5,123.5606,283.2308,3,13,0,1.245,36.8985
10,8,1.0,1.0,3,1.0,1.0,123.2749,172.0769,0,13,0,1.4029,31.9777
8,4,1.0,0.75,8,0.5,1.0,123.2338,180.3077,2,13,0,1.1802,35.0759
8,8,0.5,0.75,3,1.0,0.5,122.866,270.1538,2,13,0,1.2828,34.4083
12,6,1.0,0.75,3,1.0,1.0,122.2906,193.6923,0,13,0,1.4222,30.6353
12,8,1.0,0.75,5,1.0,1.0,122.1608,202.3077,0,13,0,1.3505,33.0862
10,4,1.0,1.0,3,0.5,1.0,122.1532,137.4615,5,13,0,0.8009,37.2981
12,6,1.0,0.75,8,1.0,1.0,121.4571,197.6154,1,13,0,1.4273,31.8648
10,8,1.0,1.5,5,0.5,1.0,121.3864,142.0769,1,13,0,1.1368,37.7208
10,8,1.0,0.75,8,1.0,0.5,121.299,212.6154,1,13,0,1.3781,30.364
10,8,1.0,1.0,5,0.5,1.0,121.2241,185.5385,1,13,0,1.2938,33.729
8,4,1.0,1.0,5,0.5,1.0,121.2146,148.4615,2,13,0,0.9473,37.0204
8,4,1.0,0.75,5,1.0,1.0,121.1414,167.2308,2,13,0,1.2596,33.1487
8,4,0.5,0.75,5,1.0,1.0,121.0983,252.6923,2,13,0,1.2025,40.3809
8,8,1.0,1.5,5,1.0,1.0,121.0241,138.3077,1,13,0,1.2207,37.4778
8,6,0.3,0.75,5,1.0,1.0,120.9812,306.6923,1,13,0,1.1235,42.2713
8,6,1.0,1.0,3,1.0,0.5,120.9678,170.4615,1,13,0,1.3437,32.457
10,6,1.0,1.0,5,0.5,1.0,120.773,179.3077,2,13,0,1.1515,36.8033
10,6,1.0,1.5,3,1.0,1.0,120.6281,117.7692,3,13,0,1.1267,37.8885
8,6,1.0,1.5,3,1.0,0.5,120.6085,122.1538,3,13,0,1.1484,37.2566
12,6,1.0,0.75,3,0.5,0.5,120.4847,200.2308,1,13,0,1.4032,31.3611
8,4,1.0,1.0,5,0.5,0.5,120.4187,160.9231,2,13,0,1.0702,34.7948
8,8,0.5,0.75,5,1.0,0.5,120.2705,280.0,2,13,0,1.266,35.3621
10,6,1.0,1.5,8,0.5,1.0,120.2282,131.1538,2,13,0,1.0781,38.035
8,6,1.0,1.0,8,1.0,0.5,120.1097,184.6923,1,13,0,1.3026,35.7725
8,6,1.0,1.0,8,0.5,0.5,119.9623,196.3846,1,13,0,1.2604,36.1237
8,8,0.5,0.75,5,0.5,0.5,119.9519,295.9231,3,13,0,1.1822,36.8684
10,8,0.3,1.0,3,0.5,1.0,119.942,237.2308,3,13,0,1.0216,39.9992
10,6,1.0,0.75,8,1.0,0.5,119.7053,206.3077,2,13,0,1.3965,30.7949
10,8,0.5,1.5,3,0.5,1.0,119.6785,154.4615,3,13,0,1.0942,38.8539
8,6,1.0,1.5,8,1.0,0.5,119.661,134.9231,2,13,0,1.1196,39.5006
8,4,0.5,0.75,3,1.0,1.0,119.6437,241.2308,2,13,0,1.1969,41.03
8,4,1.0,0.75,5,0.5,0.5,119.1683,190.2308,2,13,0,1.2531,33.1175
8,6,1.0,1.0,5,1.0,0.5,118.9459,180.2308,1,13,0,1.3379,34.0366
10,8,0.3,1.5,3,0.5,1.0,118.8979,162.3077,3,13,0,1.0627,41.2001
8,6,0.5,0.75,5,0.5,0.5,118.8271,299.2308,3,13,0,1.1484,38.4099
8,6,1.0,1.0,3,0.5,0.5,118.7017,189.5385,1,13,0,1.2629,34.663
8,4,0.5,0.75,8,0.5,1.0,118.5098,264.3846,3,13,0,1.0606,43.734
12,6,0.5,0.75,3,0.5,1.0,118.2094,278.0,3,13,0,1.0183,39.6981
8,6,0.3,0.75,8,0.5,1.0,118.0834,318.0,2,13,0,1.0573,44.4499
8,6,0.3,0.75,8,1.0,1.0,117.9597,311.7692,2,13,0,1.0951,43.9625
8,8,1.0,1.0,5,0.5,0.5,117.7315,202.5385,0,13,0,1.3992,32.4243
8,4,1.0,0.75,8,1.0,1.0,117.6351,172.2308,2,13,0,1.2064,34.6272
12,6,1.0,0.75,8,0.5,1.0,117.3615,199.5385,1,13,0,1.3743,31.7316
8,8,1.0,1.5,5,0.5,0.5,117.0125,158.4615,1,13,0,1.2164,37.0422
8,4,0.5,0.75,5,0.5,1.0,116.5919,260.2308,2,13,0,1.0755,42.6416
10,8,1.0,0.75,5,1.0,0.5,116.2501,210.0769,1,13,0,1.3907,30.1675
8,6,1.0,1.5,8,0.5,0.5,115.8467,144.9231,2,13,0,1.0781,40.204
8,6,1.0,1.5,3,0.5,0.5,115.6623,139.2308,3,13,0,1.075,39.0878
12,6,1.0,0.75,5,0.5,1.0,115.4837,198.9231,1,13,0,1.3127,32.9229
10,6,1.0,0.75,5,1.0,0.5,115.3187,203.7692,1,13,0,1.4133,30.7073
8,8,0.3,0.75,5,0.5,1.0,115.2418,306.3846,3,13,0,1.048,41.7131
8,8,0.3,0.75,5,1.0,1.0,115.2172,299.6923,2,13,0,1.1508,39.0055
8,8,0.3,0.75,8,1.0,1.0,115.2113,304.6154,2,13,0,1.127,39.8831
8,6,0.3,0.75,3,1.0,1.0,114.8247,294.2308,4,13,0,1.0946,42.7348
10,8,1.0,0.75,3,0.5,0.5,114.7814,216.4615,1,13,0,1.3276,29.9169
8,8,1.0,1.5,3,1.0,1.0,114.3998,129.3846,1,13,0,1.1887,35.8575
8,6,1.0,1.5,5,1.0,0.5,114.3324,131.3846,2,13,0,1.1282,38.103
10,8,1.0,0.75,8,0.5,0.5,114.0406,222.1538,2,13,0,1.3004,30.9355
12,6,1.0,0.75,5,1.0,1.0,113.8262,196.5385,1,13,0,1.3542,33.5448
12,4,1.0,0.75,3,0.5,1.0,113.4296,163.0,1,13,0,1.1619,33.7649
8,8,1.0,1.0,5,1.0,1.0,113.3466,180.6923,0,13,0,1.3824,33.7045
8,4,0.5,0.75,8,1.0,1.0,113.1235,257.9231,2,13,0,1.145,41.8095
10,6,1.0,0.75,8,0.5,0.5,112.9319,216.0769,2,13,0,1.312,31.4972
10,6,1.0,0.75,3,0.5,0.5,112.6475,210.3077,2,13,0,1.3373,31.0691
8,8,1.0,1.5,8,0.5,1.0,112.4833,149.5385,1,13,0,1.1489,39.9846
10,6,0.3,1.0,3,0.5,1.0,112.2782,236.8462,5,13,0,0.9347,44.5036
8,8,1.0,1.5,8,1.0,1.0,112.1485,143.1538,1,13,0,1.1765,39.073
8,8,1.0,1.0,8,0.5,1.0,112.0218,193.6154,1,13,0,1.2934,35.4063
8,6,0.5,0.75,8,0.5,1.0,112.013,288.3846,3,13,0,1.0592,40.8829
10,6,1.0,1.5,5,0.5,1.0,111.658,129.1538,3,13,0,1.0142,38.5754
8,6,1.0,1.0,5,0.5,0.5,111.1615,196.6923,1,13,0,1.2167,35.2932
8,6,0.5,0.75,5,1.0,1.0,110.9766,276.3846,2,13,0,1.1228,38.8804
10,8,0.5,1.0,3,0.5,1.0,110.722,220.8462,2,13,0,1.0209,37.4267
10,8,1.0,0.75,8,1.0,1.0,110.6846,208.7692,1,13,0,1.2686,31.7793
8,4,1.0,0.75,3,1.0,1.0,110.6481,158.0769,2,13,0,1.212,32.5479
8,4,1.0,0.75,5,0.5,1.0,110.6361,176.7692,1,13,0,1.1082,35.3
8,8,1.0,1.0,8,1.0,1.0,110.5046,185.8462,0,13,0,1.3443,34.4976
8,6,0.5,0.75,5,0.5,1.0,110.1725,283.9231,3,13,0,1.0457,40.9621
12,8,1.0,1.5,3,0.5,1.0,110.1379,131.9231,2,13,0,1.077,39.2087
10,6,1.0,0.75,8,1.0,1.0,109.8426,202.3846,2,13,0,1.2956,32.3159
