thr,s_ema,s_in,s_out,l_ema,l_in,l_out,avg_ret,avg_trades,neg_coins,total_coins,total_liqs,avg_sharpe,avg_mdd
8,8,1.0,1.5,8,0.5,0.5,401.5254,157.6923,7,13,0,1.2767,93.4589
8,6,1.0,1.0,3,1.0,0.5,396.3706,170.4615,6,13,0,1.3437,89.4523
12,8,1.0,1.5,8,0.5,0.5,394.8126,135.2308,6,13,0,1.4384,91.5734
10,6,1.0,1.5,8,0.5,0.5,388.7653,137.4615,8,13,0,1.1952,93.1835
12,6,1.0,1.0,8,0.5,1.0,387.6128,172.4615,6,13,0,1.3979,89.3022
12,8,1.0,1.5,3,1.0,0.5,385.6237,129.1538,6,13,0,1.4334,91.5153
12,4,1.0,1.0,3,1.0,0.5,385.1937,120.3077,5,13,1,1.1993,88.0855
8,8,0.5,1.5,8,1.0,1.0,379.708,162.8462,9,13,0,1.2763,94.5663
8,6,0.3,1.5,3,0.5,1.0,377.368,145.7692,11,13,0,1.0339,97.2686
8,4,0.3,1.0,8,1.0,1.0,377.3222,207.6154,9,13,0,1.3206,95.7946
10,8,1.0,1.5,5,1.0,1.0,376.221,135.9231,8,13,0,1.2477,92.329
8,8,1.0,0.75,3,1.0,1.0,374.5246,195.6154,9,13,0,1.1235,87.9079
10,4,1.0,1.0,8,0.5,0.5,374.1035,140.9231,6,13,1,1.0929,88.3062
10,4,1.0,1.0,5,1.0,0.5,371.4933,130.3846,5,13,1,1.1527,88.0726
10,8,1.0,1.0,3,0.5,1.0,371.4325,177.6923,12,13,0,0.9123,93.4236
8,6,1.0,1.0,5,1.0,1.0,370.7785,174.6154,6,13,0,1.2148,91.6861
12,8,1.0,1.5,5,0.5,0.5,366.8398,135.7692,6,13,0,1.4068,92.1216
10,8,1.0,1.5,5,0.5,1.0,365.5712,142.0769,9,13,0,1.1368,92.9139
10,8,1.0,1.5,8,0.5,1.0,362.6398,144.2308,7,13,0,1.2091,92.9971
8,6,0.5,1.5,3,0.5,1.0,362.1101,141.4615,10,13,0,0.9704,97.0202
12,4,1.0,1.0,5,0.5,0.5,361.2424,127.2308,5,13,1,1.1852,88.7559
10,8,1.0,1.5,8,1.0,1.0,361.1212,139.3077,7,13,0,1.2511,92.7355
8,8,1.0,1.5,5,0.5,0.5,352.4705,158.4615,7,13,0,1.2164,93.1552
12,8,1.0,1.5,5,1.0,0.5,352.1546,132.1538,6,13,0,1.422,91.8482
12,6,1.0,1.5,3,1.0,1.0,348.6747,115.9231,9,13,0,1.2775,94.0858
12,4,1.0,1.0,5,1.0,0.5,345.8135,123.0769,5,13,1,1.2096,87.779
8,4,0.5,1.0,5,0.5,1.0,343.6405,194.7692,10,13,0,1.1202,95.5438
10,6,1.0,1.5,5,0.5,0.5,341.7528,138.2308,8,13,0,1.1504,93.1672
12,6,1.0,1.5,8,1.0,1.0,338.181,119.4615,8,13,0,1.2785,93.5988
12,4,1.0,1.0,8,1.0,1.0,337.931,123.3846,5,13,1,1.1543,87.9277
10,6,1.0,1.5,5,1.0,1.0,334.1422,123.7692,9,13,0,1.1171,94.401
10,4,1.0,1.5,5,0.5,1.0,329.8536,77.0769,7,13,3,0.8696,94.3086
8,4,1.0,1.5,8,1.0,1.0,329.2124,78.4615,8,13,3,0.6532,95.2411
10,6,1.0,1.5,8,1.0,1.0,328.5446,126.5385,8,13,0,1.1487,93.7481
10,4,0.3,1.0,3,0.5,1.0,327.136,201.3077,11,13,0,1.0805,96.8436
8,8,0.5,1.5,3,1.0,1.0,325.989,149.0,9,13,0,1.3309,94.736
8,8,1.0,1.5,3,0.5,0.5,322.0574,151.8462,7,13,0,1.2688,92.151
12,8,1.0,1.5,3,0.5,0.5,320.7237,134.6154,7,13,0,1.3615,92.4214
12,4,1.0,1.0,8,0.5,1.0,320.0679,125.3077,5,13,1,1.1112,88.3486
8,8,1.0,0.75,3,0.5,1.0,319.9923,201.6154,11,13,0,0.5785,94.6913
8,4,0.3,1.0,3,1.0,1.0,317.1318,194.6154,8,13,0,1.3173,95.727
12,4,1.0,1.0,3,1.0,1.0,316.4332,119.6923,5,13,1,1.1515,89.6533
10,6,1.0,1.5,3,1.0,1.0,312.3948,117.7692,8,13,0,1.1267,94.8923
8,8,1.0,1.0,3,1.0,1.0,309.8548,170.3077,8,13,0,1.325,89.5583
8,8,0.3,1.5,3,0.5,1.0,309.6971,162.0769,11,13,0,0.9351,97.0952
12,6,1.0,1.5,5,1.0,1.0,303.4528,118.6154,8,13,0,1.2098,94.0969
8,8,0.5,1.5,3,0.5,1.0,300.6392,154.7692,11,13,0,0.9761,96.8994
12,8,1.0,1.5,8,1.0,1.0,297.6394,132.3846,6,13,0,1.3703,92.1637
8,4,0.5,1.0,3,0.5,1.0,294.6994,185.5385,10,13,0,0.8668,96.9456
10,8,1.0,1.5,3,1.0,1.0,293.0063,129.7692,7,13,0,1.2453,92.3321
12,4,1.0,1.0,3,0.5,0.5,292.5758,126.0,5,13,1,1.123,89.3343
8,8,1.0,1.5,8,1.0,0.5,291.5596,147.7692,7,13,0,1.2849,93.0511
8,8,1.0,1.5,3,1.0,0.5,290.6406,134.6154,7,13,0,1.3268,91.2524
12,6,1.0,1.5,5,0.5,1.0,281.9043,120.7692,8,13,0,1.1857,94.2666
12,8,1.0,1.5,3,1.0,1.0,279.2048,128.6154,6,13,0,1.371,92.5614
10,4,1.0,1.0,5,0.5,0.5,277.9504,141.6154,5,13,1,1.0527,88.3426
8,4,1.0,1.5,5,0.5,0.5,275.3289,89.6923,8,13,3,0.6772,95.1964
8,8,1.0,1.5,5,1.0,0.5,275.2893,143.7692,7,13,0,1.3163,91.6245
12,4,1.0,1.0,3,0.5,1.0,274.7774,122.6923,9,13,1,0.893,92.2672
12,4,1.0,1.0,5,1.0,1.0,272.2983,122.2308,5,13,1,1.1036,88.9741
8,6,1.0,1.5,3,1.0,0.5,268.3557,122.1538,8,13,0,1.1484,94.4715
8,6,1.0,1.5,3,0.5,0.5,265.3073,139.2308,8,13,0,1.075,94.421
8,6,1.0,1.5,8,0.5,0.5,264.0411,144.9231,9,13,0,1.0781,94.6591
12,6,1.0,1.5,8,0.5,1.0,257.6962,121.3077,8,13,0,1.238,93.8286
8,6,1.0,0.75,3,1.0,1.0,251.7494,189.4615,9,13,0,1.1311,88.6135
12,8,1.0,1.0,3,0.5,1.0,248.5092,175.7692,9,13,0,1.2245,92.0518
8,6,1.0,1.5,8,1.0,0.5,246.2181,134.9231,8,13,0,1.1196,95.2047
12,8,1.0,1.5,5,1.0,1.0,244.6854,131.4615,7,13,0,1.294,92.7639
8,4,1.0,1.0,3,1.0,0.5,243.1929,124.6154,6,13,1,1.0303,88.5909
8,6,1.0,1.0,3,1.0,1.0,239.2889,164.6154,7,13,0,1.1852,91.1314
12,4,1.0,0.75,3,0.5,1.0,238.1856,149.7692,6,13,1,1.0731,90.4781
10,6,1.0,1.5,8,0.5,1.0,237.848,131.1538,9,13,0,1.0781,93.6856
12,8,1.0,1.5,5,0.5,1.0,236.2231,133.6923,8,13,0,1.2628,92.8719
12,8,1.0,1.5,8,0.5,1.0,233.7831,134.1538,6,13,0,1.3385,92.1511
8,8,1.0,1.5,8,0.5,1.0,232.1092,149.5385,8,13,0,1.1489,94.3075
8,8,1.0,1.5,5,1.0,1.0,223.3714,138.3077,8,13,0,1.2207,93.1558
12,6,1.0,1.5,3,0.5,1.0,204.1252,118.8462,10,13,0,1.0271,95.8243
10,6,1.0,1.5,5,0.5,1.0,201.8355,129.1538,10,13,0,1.0142,93.8904
8,4,1.0,1.5,8,0.5,1.0,190.7687,82.6923,8,13,3,0.6168,95.7091
8,4,1.0,1.0,5,1.0,0.5,190.722,134.0769,6,13,1,1.0011,89.2475
12,6,1.0,1.0,3,0.5,1.0,186.2,169.5385,8,13,0,1.1445,93.1551
8,6,1.0,1.5,5,0.5,0.5,185.9718,145.6923,9,13,0,1.0281,94.7498
8,8,1.0,1.5,8,1.0,1.0,184.1685,143.1538,8,13,0,1.1765,93.7927
8,6,1.0,1.5,5,1.0,0.5,179.5178,131.3846,8,13,0,1.1282,94.5691
8,4,1.0,0.75,3,0.5,1.0,162.9818,153.2308,10,13,1,0.5708,93.855
8,4,1.0,1.0,8,1.0,0.5,162.2524,138.0769,7,13,1,0.9726,90.3745
10,4,1.0,0.75,3,0.5,1.0,152.3017,151.8462,10,13,1,0.8592,91.7662
8,6,1.0,1.5,5,1.0,1.0,147.9032,126.2308,9,13,0,1.0304,95.4246
8,6,1.0,1.5,3,1.0,1.0,147.4933,117.7692,10,13,0,1.028,95.6772
8,8,1.0,1.5,5,0.5,1.0,147.4088,146.5385,8,13,0,1.0896,94.6254
8,6,1.0,1.5,8,1.0,1.0,142.3131,130.4615,10,13,0,1.0104,95.4821
8,4,1.0,1.0,8,0.5,0.5,136.5957,148.6923,6,13,1,0.9411,90.8195
8,4,0.3,1.0,3,0.5,1.0,136.2802,200.0,11,13,0,0.9568,97.1512
8,4,1.0,1.0,3,0.5,0.5,136.0868,142.3846,6,13,1,0.9335,89.9881
10,4,1.0,1.0,3,0.5,1.0,135.8357,126.2308,10,13,1,0.6816,93.6106
12,8,1.0,1.5,3,0.5,1.0,125.7127,131.9231,10,13,0,1.077,94.9129
8,6,1.0,1.5,8,0.5,1.0,124.3135,136.6923,10,13,0,0.955,95.4383
10,4,1.0,1.5,3,0.5,1.0,121.2471,73.6154,10,13,3,0.5607,97.3647
8,8,1.0,1.5,3,1.0,1.0,119.4445,129.3846,8,13,0,1.1887,93.0789
8,4,1.0,1.0,8,1.0,1.0,113.1314,133.2308,7,13,1,0.8591,91.0995
8,4,1.0,1.0,8,0.5,1.0,102.675,139.7692,7,13,1,0.8503,91.9652
8,4,1.0,1.0,5,1.0,1.0,102.1428,129.0,8,13,1,0.8838,91.3315
10,8,1.0,1.5,3,0.5,1.0,102.0984,135.5385,10,13,0,0.8356,95.6718
8,4,1.0,1.0,5,0.5,0.5,85.4885,149.0769,6,13,1,0.9029,90.4331
8,4,1.0,1.5,5,0.5,1.0,83.6027,81.2308,10,13,3,0.6869,96.7382
8,4,1.0,1.0,3,1.0,1.0,70.1781,120.2308,8,13,1,0.8869,91.7587
8,6,1.0,1.5,5,0.5,1.0,64.592,133.9231,10,13,0,0.8865,96.399
8,6,1.0,1.5,3,0.5,1.0,62.6009,124.8462,11,13,0,0.6208,97.4648
10,6,1.0,1.5,3,0.5,1.0,52.755,123.1538,11,13,0,0.7697,96.5774
8,8,1.0,1.5,3,0.5,1.0,50.781,136.3077,11,13,0,0.7349,96.6491
8,4,1.0,1.5,3,0.5,1.0,31.353,76.0,11,13,3,0.2682,97.5997
8,4,1.0,1.0,5,0.5,1.0,17.1166,137.0,8,13,1,0.7888,93.1173
8,4,1.0,1.0,3,0.5,1.0,-48.0225,128.7692,12,13,1,0.4046,96.099
